patcnty1,dsch_yr,Sex,Discharges,AnnotationCode,AnnotationDesc
Monterey,2018,"Unknown, Invalid",7,,
Monterey,2019,Female,24212,,
Monterey,2019,Male,17997,,
Monterey,2019,"Unknown, Invalid",4,,
Monterey,2020,Female,21271,,
Monterey,2020,Male,16792,,
Monterey,2020,"Unknown, Invalid",5,,
Monterey,2021,Female,21833,,
Monterey,2021,Male,16950,,
Monterey,2021,"Unknown, Invalid",3,,
Monterey,2022,Female,23289,,
Monterey,2022,Male,18031,,
Monterey,2022,"Unknown, Invalid",12,,
Monterey,2023,Female,23769,,
Monterey,2023,Male,18905,,
Monterey,2023,"Unknown, Invalid",11,,
Napa,2012,Female,7514,,
Napa,2012,Male,6325,,
Napa,2013,Female,7430,,
Napa,2013,Male,5947,,
Napa,2013,"Other, Unknown, Invalid",2,,
Napa,2014,Female,7038,,
Napa,2014,Male,5750,,
Napa,2014,"Other, Unknown, Invalid",2,,
Napa,2015,Female,6923,,
Napa,2015,Male,5720,,
Napa,2015,"Other, Unknown, Invalid",3,,
Napa,2016,Female,6850,,
Napa,2016,Male,5689,,
Napa,2016,"Other, Unknown, Invalid",1,,
Napa,2017,Female,6637,,
Napa,2017,Male,5772,,
Napa,2017,"Unknown, Invalid",1,,
Napa,2018,Female,6364,,
Napa,2018,Male,5452,,
Napa,2018,"Unknown, Invalid",3,,
Napa,2019,Female,6298,,
Napa,2019,Male,5599,,
Napa,2019,"Unknown, Invalid",2,,
Napa,2020,Female,5302,,
Napa,2020,Male,4686,,
Napa,2020,"Unknown, Invalid",1,,
Napa,2021,Female,5571,,
Napa,2021,Male,4924,,
Napa,2021,"Unknown, Invalid",1,,
Napa,2022,Female,5508,,
Napa,2022,Male,4711,,
Napa,2022,"Unknown, Invalid",2,,
Napa,2023,Female,5978,,
Napa,2023,Male,5236,,
Napa,2023,"Unknown, Invalid",2,,
Nevada,2012,Female,5103,,
Nevada,2012,Male,4277,,
Nevada,2013,Female,4997,,
Nevada,2013,Male,4187,,
Nevada,2013,"Other, Unknown, Invalid",4,,
Nevada,2014,Female,4893,,
Nevada,2014,Male,3967,,
Nevada,2014,"Other, Unknown, Invalid",1,,
Nevada,2015,Female,4908,,
Nevada,2015,Male,4225,,
Nevada,2015,"Other, Unknown, Invalid",2,,
Nevada,2016,Female,4687,,
Nevada,2016,Male,4070,,
Nevada,2016,"Other, Unknown, Invalid",1,,
Nevada,2017,Female,4784,,
Nevada,2017,Male,4070,,
Nevada,2018,Female,4904,,
Nevada,2018,Male,4314,,
Nevada,2018,"Unknown, Invalid",3,,
Nevada,2019,Female,4788,,
Nevada,2019,Male,4222,,
Nevada,2019,"Unknown, Invalid",1,,
Nevada,2020,Female,4318,,
Nevada,2020,Male,3926,,
Nevada,2021,Female,4453,,
Nevada,2021,Male,4014,,
Nevada,2022,Female,4420,,
Nevada,2022,Male,3891,,
Nevada,2023,Female,4727,,
Nevada,2023,Male,4184,,
Nevada,2023,"Unknown, Invalid",1,,
Orange,2012,Female,165026,,
Orange,2012,Male,117792,,
Orange,2012,"Other, Unknown, Invalid",4,,
Orange,2013,Female,158994,,
Orange,2013,Male,115621,,
Orange,2013,"Other, Unknown, Invalid",16,,
Orange,2014,Female,159004,,
Orange,2014,Male,116045,,
Orange,2014,"Other, Unknown, Invalid",17,,
Orange,2015,Female,159743,,
Orange,2015,Male,119067,,
Orange,2015,"Other, Unknown, Invalid",16,,
Orange,2016,Female,161194,,
Orange,2016,Male,120873,,
Orange,2016,"Other, Unknown, Invalid",14,,
Orange,2017,Female,158875,,
Orange,2017,Male,120519,,
Orange,2017,"Unknown, Invalid",24,,
Orange,2018,Female,155756,,
Orange,2018,Male,119521,,
Orange,2018,"Unknown, Invalid",24,,
Orange,2019,Female,155206,,
Orange,2019,Male,120422,,
Orange,2019,"Unknown, Invalid",19,,
Orange,2020,Female,133780,,
Orange,2020,Male,108641,,
Orange,2020,"Unknown, Invalid",26,,
Orange,2021,Female,136272,,
Orange,2021,Male,111025,,
Orange,2021,"Unknown, Invalid",20,,
Orange,2022,Female,138582,,
Orange,2022,Male,111660,,
Orange,2022,"Unknown, Invalid",16,,
Orange,2023,Female,144434,,
Orange,2023,Male,121008,,
Orange,2023,"Unknown, Invalid",19,,
Out of State/Homeless,2012,Female,28854,,
Out of State/Homeless,2012,Male,40160,,
Out of State/Homeless,2012,"Other, Unknown, Invalid",65,,
Out of State/Homeless,2013,Female,28425,,
Out of State/Homeless,2013,Male,40513,,
Out of State/Homeless,2013,"Other, Unknown, Invalid",85,,
Out of State/Homeless,2014,Female,29294,,
Out of State/Homeless,2014,Male,41331,,
Out of State/Homeless,2014,"Other, Unknown, Invalid",11,,
Out of State/Homeless,2015,Female,30835,,
Out of State/Homeless,2015,Male,44432,,
Out of State/Homeless,2015,"Other, Unknown, Invalid",32,,
Out of State/Homeless,2016,Female,32313,,
Out of State/Homeless,2016,Male,48887,,
Out of State/Homeless,2016,"Other, Unknown, Invalid",83,,
Out of State/Homeless,2017,Female,43778,,
Out of State/Homeless,2017,Male,76166,,
Out of State/Homeless,2017,"Unknown, Invalid",11,,
Out of State/Homeless,2018,Female,52253,,
Out of State/Homeless,2018,Male,95733,,
Out of State/Homeless,2018,"Unknown, Invalid",32,,
Out of State/Homeless,2019,Female,58550,,
Out of State/Homeless,2019,Male,109594,,
Out of State/Homeless,2019,"Unknown, Invalid",21,,
Out of State/Homeless,2020,Female,49064,,
Out of State/Homeless,2020,Male,102883,,
Out of State/Homeless,2020,"Unknown, Invalid",36,,
Out of State/Homeless,2021,Female,49693,,
Out of State/Homeless,2021,Male,101503,,
Out of State/Homeless,2021,"Unknown, Invalid",29,,
Out of State/Homeless,2022,Female,52663,,
Out of State/Homeless,2022,Male,106443,,
Out of State/Homeless,2022,"Unknown, Invalid",63,,
Out of State/Homeless,2023,Female,32344,,
Out of State/Homeless,2023,Male,48072,,
Out of State/Homeless,2023,"Unknown, Invalid",37,,
Placer,2012,Female,18919,,
Placer,2012,Male,14277,,
Placer,2012,"Other, Unknown, Invalid",1,,
Placer,2013,Female,18740,,
Placer,2013,Male,14124,,
Placer,2013,"Other, Unknown, Invalid",3,,
Placer,2014,Female,17656,,
Placer,2014,Male,13643,,
Placer,2014,"Other, Unknown, Invalid",4,,
Placer,2015,Female,17553,,
Placer,2015,Male,13755,,
Placer,2015,"Other, Unknown, Invalid",3,,
Placer,2016,Female,18397,,
Placer,2016,Male,14496,,
Placer,2016,"Other, Unknown, Invalid",3,,
Placer,2017,Female,18529,,
Placer,2017,Male,14462,,
Placer,2017,"Unknown, Invalid",2,,
Placer,2018,Female,18254,,
Placer,2018,Male,14351,,
Placer,2019,Female,18656,,
Placer,2019,Male,14674,,
Placer,2020,Female,17015,,
Placer,2020,Male,13944,,
Placer,2020,"Unknown, Invalid",1,,
Placer,2021,Female,18927,,
Placer,2021,Male,15571,,
Placer,2021,"Unknown, Invalid",1,,
Placer,2022,Female,19059,,
Placer,2022,Male,15554,,
Placer,2022,"Unknown, Invalid",3,,
Placer,2023,Female,20505,,
Placer,2023,Male,16888,,
Placer,2023,"Unknown, Invalid",1,,
Plumas,2012,Female,808,,
Plumas,2012,Male,630,,
Plumas,2013,Female,809,,
Plumas,2013,Male,594,,
Plumas,2014,Female,803,,
Plumas,2014,Male,628,,
Plumas,2015,Female,918,,
Plumas,2015,Male,606,,
Plumas,2016,Female,884,,
Plumas,2016,Male,653,,
Plumas,2017,Female,859,,
Plumas,2017,Male,567,,
Plumas,2018,Female,899,,
Plumas,2018,Male,687,,
Plumas,2019,Female,863,,
Plumas,2019,Male,648,,
Plumas,2020,Female,699,,
Plumas,2020,Male,523,,
Plumas,2021,Female,699,,
Plumas,2021,Male,549,,
Plumas,2022,Female,645,,
Plumas,2022,Male,525,,
Plumas,2023,Female,596,,
Plumas,2023,Male,495,,
Riverside,2012,Female,131383,,
Riverside,2012,Male,94400,,
Riverside,2012,"Other, Unknown, Invalid",19,,
Riverside,2013,Female,130213,,
Riverside,2013,Male,95672,,
Riverside,2014,Female,131106,,
Riverside,2014,Male,97548,,
Riverside,2014,"Other, Unknown, Invalid",4,,
Riverside,2015,Female,132708,,
Riverside,2015,Male,99085,,
Riverside,2015,"Other, Unknown, Invalid",5,,
Riverside,2016,Female,131895,,
Riverside,2016,Male,99952,,
Riverside,2016,"Other, Unknown, Invalid",29,,
Riverside,2017,Female,129764,,
Riverside,2017,Male,99597,,
Riverside,2017,"Unknown, Invalid",12,,
Riverside,2018,Female,128335,,
Riverside,2018,Male,99328,,
Riverside,2018,"Unknown, Invalid",28,,
Riverside,2019,Female,128831,,
Riverside,2019,Male,101741,,
Riverside,2019,"Unknown, Invalid",22,,
Riverside,2020,Female,116725,,
Riverside,2020,Male,95225,,
Riverside,2020,"Unknown, Invalid",28,,
Riverside,2021,Female,121576,,
Riverside,2021,Male,99097,,
Riverside,2021,"Unknown, Invalid",27,,
Riverside,2022,Female,125336,,
Riverside,2022,Male,101513,,
Riverside,2022,"Unknown, Invalid",18,,
Riverside,2023,Female,128022,,
Riverside,2023,Male,107053,,
Riverside,2023,"Unknown, Invalid",32,,
Sacramento,2012,Female,87294,,
Sacramento,2012,Male,61799,,
Sacramento,2012,"Other, Unknown, Invalid",8,,
Sacramento,2013,Female,87672,,
Sacramento,2013,Male,63250,,
Sacramento,2013,"Other, Unknown, Invalid",11,,
Sacramento,2014,Female,88280,,
Sacramento,2014,Male,63690,,
Sacramento,2014,"Other, Unknown, Invalid",9,,
Sacramento,2015,Female,88400,,
Sacramento,2015,Male,64213,,
Sacramento,2015,"Other, Unknown, Invalid",13,,
Sacramento,2016,Female,87086,,
Sacramento,2016,Male,65149,,
Sacramento,2016,"Other, Unknown, Invalid",18,,
Sacramento,2017,Female,87653,,
Sacramento,2017,Male,65047,,
Sacramento,2017,"Unknown, Invalid",11,,
Sacramento,2018,Female,85754,,
Sacramento,2018,Male,63198,,
Sacramento,2018,"Unknown, Invalid",6,,
Sacramento,2019,Female,84035,,
Sacramento,2019,Male,62350,,
Sacramento,2019,"Unknown, Invalid",5,,
Sacramento,2020,Female,76581,,
Sacramento,2020,Male,58462,,
Sacramento,2020,"Unknown, Invalid",4,,
Sacramento,2021,Female,81095,,
Sacramento,2021,Male,61615,,
Sacramento,2021,"Unknown, Invalid",4,,
Sacramento,2022,Female,81071,,
Sacramento,2022,Male,61589,,
Sacramento,2022,"Unknown, Invalid",12,,
Sacramento,2023,Female,84448,,
Sacramento,2023,Male,66624,,
Sacramento,2023,"Unknown, Invalid",6,,
San Benito,2012,Female,2982,,
San Benito,2012,Male,2200,,
San Benito,2012,"Other, Unknown, Invalid",1,,
San Benito,2013,Female,3132,,
San Benito,2013,Male,2205,,
San Benito,2014,Female,3023,,
San Benito,2014,Male,2114,,
San Benito,2014,"Other, Unknown, Invalid",1,,
San Benito,2015,Female,2979,,
San Benito,2015,Male,2112,,
San Benito,2015,"Other, Unknown, Invalid",1,,
San Benito,2016,Female,3125,,
San Benito,2016,Male,2286,,
San Benito,2016,"Other, Unknown, Invalid",1,,
San Benito,2017,Female,3163,,
San Benito,2017,Male,2248,,
San Benito,2018,Female,3218,,
San Benito,2018,Male,2283,,
San Benito,2019,Female,3082,,
San Benito,2019,Male,2384,,
San Benito,2019,"Unknown, Invalid",3,,
San Benito,2020,Female,2657,,
San Benito,2020,Male,2116,,
San Benito,2021,Female,3228,,
San Benito,2021,Male,2427,,
San Benito,2021,"Unknown, Invalid",1,,
San Benito,2022,Female,3481,,
San Benito,2022,Male,2473,,
San Benito,2022,"Unknown, Invalid",2,,
San Benito,2023,Female,3155,,
San Benito,2023,Male,2432,,
San Benito,2023,"Unknown, Invalid",1,,
San Bernardino,2012,Female,130259,,
San Bernardino,2012,Male,90938,,
San Bernardino,2012,"Other, Unknown, Invalid",7,,
San Bernardino,2013,Female,128827,,
San Bernardino,2013,Male,91590,,
San Bernardino,2013,"Other, Unknown, Invalid",11,,
San Bernardino,2014,Female,129321,,
San Bernardino,2014,Male,91293,,
San Bernardino,2014,"Other, Unknown, Invalid",14,,
San Bernardino,2015,Female,126424,,
San Bernardino,2015,Male,91292,,
San Bernardino,2015,"Other, Unknown, Invalid",18,,
San Bernardino,2016,Female,128411,,
San Bernardino,2016,Male,94480,,
San Bernardino,2016,"Other, Unknown, Invalid",13,,
San Bernardino,2017,Female,125325,,
San Bernardino,2017,Male,94753,,
San Bernardino,2017,"Unknown, Invalid",7,,
San Bernardino,2018,Female,125026,,
San Bernardino,2018,Male,94302,,
San Bernardino,2018,"Unknown, Invalid",15,,
San Bernardino,2019,Female,123865,,
San Bernardino,2019,Male,94024,,
San Bernardino,2019,"Unknown, Invalid",16,,
San Bernardino,2020,Female,109825,,
San Bernardino,2020,Male,85555,,
San Bernardino,2020,"Unknown, Invalid",8,,
San Bernardino,2021,Female,111157,,
San Bernardino,2021,Male,86888,,
San Bernardino,2021,"Unknown, Invalid",8,,
San Bernardino,2022,Female,114309,,
San Bernardino,2022,Male,88796,,
San Bernardino,2022,"Unknown, Invalid",12,,
San Bernardino,2023,Female,118632,,
San Bernardino,2023,Male,96807,,
San Bernardino,2023,"Unknown, Invalid",16,,
San Diego,2012,Female,178911,,
San Diego,2012,Male,133882,,
San Diego,2012,"Other, Unknown, Invalid",3,,
San Diego,2013,Female,174436,,
San Diego,2013,Male,131655,,
San Diego,2013,"Other, Unknown, Invalid",15,,
San Diego,2014,Female,172797,,
San Diego,2014,Male,129966,,
San Diego,2014,"Other, Unknown, Invalid",5,,
San Diego,2015,Female,174839,,
San Diego,2015,Male,133261,,
San Diego,2015,"Other, Unknown, Invalid",13,,
San Diego,2016,Female,170449,,
San Diego,2016,Male,132286,,
San Diego,2016,"Other, Unknown, Invalid",11,,
San Diego,2017,Female,168772,,
San Diego,2017,Male,130218,,
San Diego,2017,"Unknown, Invalid",2,,
San Diego,2018,Female,167038,,
San Diego,2018,Male,130674,,
San Diego,2018,"Unknown, Invalid",9,,
San Diego,2019,Female,167077,,
San Diego,2019,Male,131266,,
San Diego,2019,"Unknown, Invalid",6,,
San Diego,2020,Female,151857,,
San Diego,2020,Male,120221,,
San Diego,2020,"Unknown, Invalid",12,,
San Diego,2021,Female,158983,,
San Diego,2021,Male,127500,,
San Diego,2021,"Unknown, Invalid",10,,
San Diego,2022,Female,162636,,
San Diego,2022,Male,129344,,
San Diego,2022,"Unknown, Invalid",24,,
San Diego,2023,Female,162331,,
San Diego,2023,Male,132491,,
San Diego,2023,"Unknown, Invalid",19,,
San Francisco,2012,Female,41964,,
San Francisco,2012,Male,36259,,
San Francisco,2012,"Other, Unknown, Invalid",7,,
San Francisco,2013,Female,40830,,
San Francisco,2013,Male,36625,,
San Francisco,2013,"Other, Unknown, Invalid",13,,
San Francisco,2014,Female,40435,,
San Francisco,2014,Male,36052,,
San Francisco,2014,"Other, Unknown, Invalid",14,,
San Francisco,2015,Female,40908,,
San Francisco,2015,Male,35441,,
San Francisco,2015,"Other, Unknown, Invalid",18,,
San Francisco,2016,Female,40059,,
San Francisco,2016,Male,35817,,
San Francisco,2016,"Other, Unknown, Invalid",43,,
San Francisco,2017,Female,39032,,
San Francisco,2017,Male,33554,,
San Francisco,2017,"Unknown, Invalid",2,,
San Francisco,2018,Female,38429,,
San Francisco,2018,Male,33013,,
San Francisco,2018,"Unknown, Invalid",2,,
San Francisco,2019,Female,37684,,
San Francisco,2019,Male,32355,,
San Francisco,2019,"Unknown, Invalid",12,,
San Francisco,2020,Female,33400,,
San Francisco,2020,Male,29179,,
San Francisco,2020,"Unknown, Invalid",2,,
San Francisco,2021,Female,34036,,
San Francisco,2021,Male,30252,,
San Francisco,2021,"Unknown, Invalid",7,,
San Francisco,2022,Female,34307,,
San Francisco,2022,Male,30211,,
San Francisco,2022,"Unknown, Invalid",83,,
San Francisco,2023,Female,35749,,
San Francisco,2023,Male,34423,,
San Francisco,2023,"Unknown, Invalid",4,,
San Joaquin,2012,Female,40626,,
San Joaquin,2012,Male,28535,,
San Joaquin,2012,"Other, Unknown, Invalid",5,,
San Joaquin,2013,Female,39437,,
San Joaquin,2013,Male,28230,,
San Joaquin,2013,"Other, Unknown, Invalid",15,,
San Joaquin,2014,Female,40933,,
San Joaquin,2014,Male,29987,,
San Joaquin,2014,"Other, Unknown, Invalid",4,,
San Joaquin,2015,Female,42035,,
San Joaquin,2015,Male,31785,,
San Joaquin,2015,"Other, Unknown, Invalid",7,,
San Joaquin,2016,Female,41586,,
San Joaquin,2016,Male,31771,,
San Joaquin,2016,"Other, Unknown, Invalid",15,,
San Joaquin,2017,Female,42092,,
San Joaquin,2017,Male,32565,,
San Joaquin,2017,"Unknown, Invalid",4,,
San Joaquin,2018,Female,42172,,
San Joaquin,2018,Male,32915,,
San Joaquin,2018,"Unknown, Invalid",3,,
San Joaquin,2019,Female,42683,,
San Joaquin,2019,Male,33675,,
San Joaquin,2019,"Unknown, Invalid",2,,
San Joaquin,2020,Female,38515,,
San Joaquin,2020,Male,31152,,
San Joaquin,2020,"Unknown, Invalid",3,,
San Joaquin,2021,Female,39448,,
San Joaquin,2021,Male,31561,,
San Joaquin,2021,"Unknown, Invalid",1,,
San Joaquin,2022,Female,40058,,
San Joaquin,2022,Male,31699,,
San Joaquin,2022,"Unknown, Invalid",1,,
San Joaquin,2023,Female,40266,,
San Joaquin,2023,Male,32884,,
San Joaquin,2023,"Unknown, Invalid",4,,
San Luis Obispo,2012,Female,13379,,
San Luis Obispo,2012,Male,10232,,
San Luis Obispo,2012,"Other, Unknown, Invalid",3,,
San Luis Obispo,2013,Female,12995,,
San Luis Obispo,2013,Male,10231,,
San Luis Obispo,2013,"Other, Unknown, Invalid",4,,
San Luis Obispo,2014,Female,12802,,
San Luis Obispo,2014,Male,9906,,
San Luis Obispo,2014,"Other, Unknown, Invalid",5,,
San Luis Obispo,2015,Female,13046,,
San Luis Obispo,2015,Male,10387,,
San Luis Obispo,2015,"Other, Unknown, Invalid",1,,
San Luis Obispo,2016,Female,12984,,
San Luis Obispo,2016,Male,10394,,
San Luis Obispo,2016,"Other, Unknown, Invalid",3,,
San Luis Obispo,2017,Female,13072,,
San Luis Obispo,2017,Male,10472,,
San Luis Obispo,2017,"Unknown, Invalid",1,,
San Luis Obispo,2018,Female,12800,,
San Luis Obispo,2018,Male,10425,,
San Luis Obispo,2018,"Unknown, Invalid",1,,
San Luis Obispo,2019,Female,13061,,
San Luis Obispo,2019,Male,10729,,
San Luis Obispo,2020,Female,11706,,
San Luis Obispo,2020,Male,9440,,
San Luis Obispo,2020,"Unknown, Invalid",1,,
San Luis Obispo,2021,Female,12060,,
San Luis Obispo,2021,Male,9667,,
San Luis Obispo,2021,"Unknown, Invalid",1,,
San Luis Obispo,2022,Female,12397,,
San Luis Obispo,2022,Male,9991,,
San Luis Obispo,2022,"Unknown, Invalid",2,,
San Luis Obispo,2023,Female,12859,,
San Luis Obispo,2023,Male,10901,,
San Luis Obispo,2023,"Unknown, Invalid",5,,
San Mateo,2012,Female,35544,,
San Mateo,2012,Male,25005,,
San Mateo,2012,"Other, Unknown, Invalid",7,,
San Mateo,2013,Female,34272,,
San Mateo,2013,Male,24730,,
San Mateo,2013,"Other, Unknown, Invalid",7,,
San Mateo,2014,Female,33285,,
San Mateo,2014,Male,23917,,
San Mateo,2014,"Other, Unknown, Invalid",5,,
San Mateo,2015,Female,33725,,
San Mateo,2015,Male,24559,,
San Mateo,2015,"Other, Unknown, Invalid",6,,
San Mateo,2016,Female,33034,,
San Mateo,2016,Male,23647,,
San Mateo,2016,"Other, Unknown, Invalid",12,,
San Mateo,2017,Female,32273,,
San Mateo,2017,Male,24160,,
San Mateo,2017,"Unknown, Invalid",1,,
San Mateo,2018,Female,31597,,
San Mateo,2018,Male,23334,,
San Mateo,2018,"Unknown, Invalid",3,,
San Mateo,2019,Female,31359,,
San Mateo,2019,Male,23394,,
San Mateo,2019,"Unknown, Invalid",1,,
San Mateo,2020,Female,27977,,
San Mateo,2020,Male,20976,,
San Mateo,2020,"Unknown, Invalid",1,,
San Mateo,2021,Female,28428,,
San Mateo,2021,Male,21152,,
San Mateo,2021,"Unknown, Invalid",3,,
San Mateo,2022,Female,28793,,
San Mateo,2022,Male,22244,,
San Mateo,2022,"Unknown, Invalid",5,,
San Mateo,2023,Female,29081,,
San Mateo,2023,Male,23309,,
San Mateo,2023,"Unknown, Invalid",3,,
Santa Barbara,2012,Female,22564,,
Santa Barbara,2012,Male,15843,,
Santa Barbara,2012,"Other, Unknown, Invalid",4,,
Santa Barbara,2013,Female,22640,,
Santa Barbara,2013,Male,16297,,
Santa Barbara,2013,"Other, Unknown, Invalid",12,,
Santa Barbara,2014,Female,23019,,
Santa Barbara,2014,Male,16553,,
Santa Barbara,2014,"Other, Unknown, Invalid",8,,
Santa Barbara,2015,Female,23122,,
Santa Barbara,2015,Male,16569,,
Santa Barbara,2015,"Other, Unknown, Invalid",2,,
Santa Barbara,2016,Female,22634,,
Santa Barbara,2016,Male,16657,,
Santa Barbara,2016,"Other, Unknown, Invalid",1,,
Santa Barbara,2017,Female,22786,,
Santa Barbara,2017,Male,16810,,
Santa Barbara,2017,"Unknown, Invalid",1,,
Santa Barbara,2018,Female,22300,,
Santa Barbara,2018,Male,16290,,
Santa Barbara,2018,"Unknown, Invalid",3,,
Santa Barbara,2019,Female,23310,,
Santa Barbara,2019,Male,16700,,
Santa Barbara,2019,"Unknown, Invalid",2,,
Santa Barbara,2020,Female,20988,,
Santa Barbara,2020,Male,15959,,
Santa Barbara,2020,"Unknown, Invalid",2,,
Santa Barbara,2021,Female,21985,,
Santa Barbara,2021,Male,16191,,
Santa Barbara,2021,"Unknown, Invalid",4,,
Santa Barbara,2022,Female,22559,,
Santa Barbara,2022,Male,16418,,
Santa Barbara,2022,"Unknown, Invalid",3,,
Santa Barbara,2023,Female,22337,,
Santa Barbara,2023,Male,17147,,
Santa Barbara,2023,"Unknown, Invalid",4,,
Santa Clara,2012,Female,89310,,
Santa Clara,2012,Male,60069,,
Santa Clara,2012,"Other, Unknown, Invalid",19,,
Santa Clara,2013,Female,87383,,
Santa Clara,2013,Male,60284,,
Santa Clara,2013,"Other, Unknown, Invalid",16,,
Santa Clara,2014,Female,86195,,
Santa Clara,2014,Male,60457,,
Santa Clara,2014,"Other, Unknown, Invalid",25,,
Santa Clara,2015,Female,87798,,
Santa Clara,2015,Male,61677,,
Santa Clara,2015,"Other, Unknown, Invalid",30,,
Santa Clara,2016,Female,85352,,
Santa Clara,2016,Male,61244,,
Santa Clara,2016,"Other, Unknown, Invalid",38,,
Santa Clara,2017,Female,85972,,
Santa Clara,2017,Male,62407,,
Santa Clara,2017,"Unknown, Invalid",9,,
Santa Clara,2018,Female,82452,,
Santa Clara,2018,Male,59577,,
Santa Clara,2018,"Unknown, Invalid",15,,
Santa Clara,2019,Female,81501,,
Santa Clara,2019,Male,60259,,
Santa Clara,2019,"Unknown, Invalid",27,,
Santa Clara,2020,Female,72640,,
Santa Clara,2020,Male,55684,,
Santa Clara,2020,"Unknown, Invalid",12,,
Santa Clara,2021,Female,75456,,
Santa Clara,2021,Male,58651,,
Santa Clara,2021,"Unknown, Invalid",10,,
Santa Clara,2022,Female,77772,,
Santa Clara,2022,Male,60110,,
Santa Clara,2022,"Unknown, Invalid",11,,
Santa Clara,2023,Female,79771,,
Santa Clara,2023,Male,63885,,
Santa Clara,2023,"Unknown, Invalid",10,,
Santa Cruz,2012,Female,14279,,
Santa Cruz,2012,Male,10382,,
Santa Cruz,2012,"Other, Unknown, Invalid",8,,
Santa Cruz,2013,Female,13114,,
Santa Cruz,2013,Male,9811,,
Santa Cruz,2013,"Other, Unknown, Invalid",5,,
Santa Cruz,2014,Female,13196,,
Santa Cruz,2014,Male,9999,,
Santa Cruz,2014,"Other, Unknown, Invalid",2,,
Santa Cruz,2015,Female,12951,,
Santa Cruz,2015,Male,10012,,
Santa Cruz,2015,"Other, Unknown, Invalid",7,,
Santa Cruz,2016,Female,12866,,
Santa Cruz,2016,Male,9705,,
Santa Cruz,2016,"Other, Unknown, Invalid",3,,
Santa Cruz,2017,Female,12717,,
Santa Cruz,2017,Male,9983,,
Santa Cruz,2017,"Unknown, Invalid",2,,
Santa Cruz,2018,Female,12154,,
Santa Cruz,2018,Male,9484,,
Santa Cruz,2019,Female,12400,,
Santa Cruz,2019,Male,9617,,
Santa Cruz,2020,Female,10907,,
Santa Cruz,2020,Male,8822,,
Santa Cruz,2020,"Unknown, Invalid",2,,
Santa Cruz,2021,Female,11464,,
Santa Cruz,2021,Male,9296,,
Santa Cruz,2021,"Unknown, Invalid",3,,
Santa Cruz,2022,Female,11543,,
Santa Cruz,2022,Male,9212,,
Santa Cruz,2022,"Unknown, Invalid",4,,
Santa Cruz,2023,Female,11777,,
Santa Cruz,2023,Male,10120,,
Santa Cruz,2023,"Unknown, Invalid",3,,
Shasta,2012,Female,12813,,
Shasta,2012,Male,10259,,
Shasta,2013,Female,12715,,
Shasta,2013,Male,9990,,
Shasta,2013,"Other, Unknown, Invalid",3,,
Shasta,2014,Female,12538,,
Shasta,2014,Male,10112,,
Shasta,2014,"Other, Unknown, Invalid",2,,
Shasta,2015,Female,12308,,
Shasta,2015,Male,10113,,
Shasta,2015,"Other, Unknown, Invalid",2,,
Shasta,2016,Female,12747,,
Shasta,2016,Male,10460,,
Shasta,2016,"Other, Unknown, Invalid",3,,
Shasta,2017,Female,12597,,
Shasta,2017,Male,10652,,
Shasta,2018,Female,12489,,
Shasta,2018,Male,10338,,
Shasta,2019,Female,12244,,
Shasta,2019,Male,10059,,
Shasta,2020,Female,11148,,
Shasta,2020,Male,9529,,
Shasta,2021,Female,10987,,
Shasta,2021,Male,9686,,
Shasta,2022,Female,11197,,
Shasta,2022,Male,9388,,
Shasta,2023,Female,11863,,
Shasta,2023,Male,10131,,
Shasta,2023,"Unknown, Invalid",1,,
Sierra,2012,Female,106,,
Sierra,2012,Male,90,,
Sierra,2013,Female,99,,
Sierra,2013,Male,68,,
Sierra,2014,Female,106,,
Sierra,2014,Male,93,,
Sierra,2015,Female,120,,
Sierra,2015,Male,86,,
Sierra,2016,Female,126,,
Sierra,2016,Male,77,,
Sierra,2017,Female,124,,
Sierra,2017,Male,82,,
Sierra,2018,Female,102,,
Sierra,2018,Male,85,,
Sierra,2019,Female,104,,
Sierra,2019,Male,102,,
Sierra,2020,Female,79,,
Sierra,2020,Male,88,,
Sierra,2021,Female,117,,
Sierra,2021,Male,68,,
Sierra,2022,Female,81,,
Sierra,2022,Male,66,,
Sierra,2023,Female,76,,
Sierra,2023,Male,65,,
Siskiyou,2012,Female,2183,,
Siskiyou,2012,Male,1693,,
Siskiyou,2013,Female,2193,,
Siskiyou,2013,Male,1748,,
Siskiyou,2014,Female,2022,,
Siskiyou,2014,Male,1532,,
Siskiyou,2015,Female,2137,,
Siskiyou,2015,Male,1661,,
Siskiyou,2016,Female,2063,,
Siskiyou,2016,Male,1643,,
Siskiyou,2017,Female,1970,,
Siskiyou,2017,Male,1595,,
Siskiyou,2018,Female,1826,,
Siskiyou,2018,Male,1589,,
Siskiyou,2019,Female,1867,,
Siskiyou,2019,Male,1603,,
Siskiyou,2020,Female,1651,,
Siskiyou,2020,Male,1436,,
Siskiyou,2021,Female,1670,,
Siskiyou,2021,Male,1471,,
Siskiyou,2022,Female,1596,,
Siskiyou,2022,Male,1466,,
Siskiyou,2023,Female,1735,,
Siskiyou,2023,Male,1420,,
Siskiyou,2023,"Unknown, Invalid",1,,
Solano,2012,Female,22061,,
Solano,2012,Male,16317,,
Solano,2013,Female,22185,,
Solano,2013,Male,16487,,
Solano,2013,"Other, Unknown, Invalid",2,,
Solano,2014,Female,21445,,
Solano,2014,Male,16133,,
Solano,2015,Female,21401,,
